ZIPcode,TaxRateArea_CITY,AIN,RollYear,TaxRateArea,AssessorID,PropertyLocation,PropertyType,PropertyUseCode,GeneralUseType,SpecificUseType,SpecificUseDetail1,SpecificUseDetail2,totBuildingDataLines,YearBuilt,EffectiveYearBuilt,SQFTmain,Bedrooms,Bathrooms,Units,RecordingDate,LandValue,LandBaseYear,ImprovementValue,ImpBaseYear,TotalLandImpValue,HomeownersExemption,RealEstateExemption,FixtureValue,FixtureExemption,PersonalPropertyValue,PersonalPropertyExemption,isTaxableParcel?,TotalValue,TotalExemption,netTaxableValue,SpecialParcelClassification,AdministrativeRegion,Cluster,ParcelBoundaryDescription,HouseNo,HouseFraction,StreetDirection,StreetName,UnitNo,City,ZIPcode5,rowID,CENTER_LAT,CENTER_LON,Location 1
91505-3244,BURBANK    ,2479016008,2016,2530,2479-016-008,513 N CATALINA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1944,1960,2326,4,3,1,20130429,346234.0,2003,264262.0,2003,610496.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,610496.0,7000.0,603496.0, ,3,3183,TRACT # 13123 LOT   19,513, ,N,CATALINA ST, ,BURBANK CA,91505.0,20162479016008,34.164129100000004,-118.33605557,"CATALINA ST
(34.16412910, -118.33605557)"
91505-3244,BURBANK    ,2479016009,2016,2530,2479-016-009,509 N CATALINA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1944,1948,1424,3,2,1,20141008,527930.0,2015,131982.0,2015,659912.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,659912.0,0.0,659912.0, ,3,3183,TRACT # 13123 LOT   20,509, ,N,CATALINA ST, ,BURBANK CA,91505.0,20162479016009,34.16397276,-118.33598956,"CATALINA ST
(34.16397276, -118.33598956)"
91505-3659,BURBANK    ,2479016010,2016,2530,2479-016-010,2901 W VERDUGO AVE  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1944,1946,1400,3,1,1,20091124,387747.0,2010,211973.0,2010,599720.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,599720.0,0.0,599720.0, ,3,3183,TRACT # 13123 LOT   21,2901, ,W,VERDUGO AVE, ,BURBANK CA,91505.0,20162479016010,34.16380582,-118.33592562,"VERDUGO AVE
(34.16380582, -118.33592562)"
91505-3251,BURBANK    ,2479016011,2016,2530,2479-016-011,506 N NIAGARA ST  BURBANK CA  91505,R-I,0200,Residential,"Double, Duplex, or Two Units",4 Stories or Less, ,1,1943,1943,1581,4,2,2,20050531,536817.0,2005,134701.0,2005,671518.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,671518.0,7000.0,664518.0, ,3,3414,TRACT # 13123 LOT   23,506, ,N,NIAGARA ST, ,BURBANK CA,91505.0,20162479016011,34.16386249,-118.33632475,"NIAGARA ST
(34.16386249, -118.33632475)"
91505-3251,BURBANK    ,2479016012,2016,2530,2479-016-012,510 N NIAGARA ST  BURBANK CA  91505,R-I,0200,Residential,"Double, Duplex, or Two Units",4 Stories or Less, ,1,1943,1943,1581,4,2,2,20001010,178200.0,2001,152742.0,2001,330942.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,330942.0,7000.0,323942.0, ,3,3414,TRACT # 13123 LOT   24,510, ,N,NIAGARA ST, ,BURBANK CA,91505.0,20162479016012,34.16402367,-118.33637438,"NIAGARA ST
(34.16402367, -118.33637438)"
91505-3251,BURBANK    ,2479016013,2016,2530,2479-016-013,516 N NIAGARA ST  BURBANK CA  91505,R-I,0200,Residential,"Double, Duplex, or Two Units",4 Stories or Less, ,1,1943,1943,1581,4,2,2,20020123,165866.0,1982,61287.0,1982,227153.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,227153.0,0.0,227153.0, ,3,3414,TRACT # 13123 LOT   25,516, ,N,NIAGARA ST, ,BURBANK CA,91505.0,20162479016013,34.16418047,-118.3364395,"NIAGARA ST
(34.16418047, -118.33643950)"
91505-3251,BURBANK    ,2479016014,2016,2530,2479-016-014,520 N NIAGARA ST  BURBANK CA  91505,R-I,0200,Residential,"Double, Duplex, or Two Units",4 Stories or Less, ,1,1943,1943,1581,4,2,2,20130712,159041.0,2000,155795.0,2000,314836.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,314836.0,0.0,314836.0, ,3,3414,TRACT # 13123 LOT   26,520, ,N,NIAGARA ST, ,BURBANK CA,91505.0,20162479016014,34.16433412,-118.3365108,"NIAGARA ST
(34.16433412, -118.33651080)"
91505-3251,BURBANK    ,2479016015,2016,2530,2479-016-015,524 N NIAGARA ST  BURBANK CA  91505,R-I,0200,Residential,"Double, Duplex, or Two Units",4 Stories or Less, ,1,1943,1943,1581,4,2,2,20150715,121828.0,1999,181423.0,1999,303251.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,303251.0,7000.0,296251.0, ,3,3414,TRACT # 13123 LOT   27,524, ,N,NIAGARA ST, ,BURBANK CA,91505.0,20162479016015,34.16448742,-118.33658381,"NIAGARA ST
(34.16448742, -118.33658381)"
91505-3251,BURBANK    ,2479016016,2016,2530,2479-016-016,530 N NIAGARA ST  BURBANK CA  91505,R-I,0200,Residential,"Double, Duplex, or Two Units",4 Stories or Less, ,1,1943,1943,1641,4,2,2,20061103,26899.0,1975,32074.0,1975,58973.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,58973.0,0.0,58973.0, ,3,3414,TRACT # 13123 LOT   28,530, ,N,NIAGARA ST, ,BURBANK CA,91505.0,20162479016016,34.16464071,-118.33665682,"NIAGARA ST
(34.16464071, -118.33665682)"
91505-3251,BURBANK    ,2479016017,2016,2530,2479-016-017,534 N NIAGARA ST  BURBANK CA  91505,R-I,0200,Residential,"Double, Duplex, or Two Units",4 Stories or Less, ,1,1943,1943,1581,4,2,2,19980114,154752.0,1986,89141.0,1986,243893.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,243893.0,0.0,243893.0, ,3,3414,TRACT # 13123 LOT   29,534, ,N,NIAGARA ST, ,BURBANK CA,91505.0,20162479016017,34.16479401,-118.33672983,"NIAGARA ST
(34.16479401, -118.33672983)"
91505-3251,BURBANK    ,2479016018,2016,2530,2479-016-018,540 N NIAGARA ST  BURBANK CA  91505,R-I,0200,Residential,"Double, Duplex, or Two Units",4 Stories or Less, ,1,1943,1943,1581,4,2,2,20150911,122499.0,1984,113749.0,1984,236248.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,236248.0,0.0,236248.0, ,3,3414,TRACT # 13123 LOT   30,540, ,N,NIAGARA ST, ,BURBANK CA,91505.0,20162479016018,34.16494731,-118.33680284,"NIAGARA ST
(34.16494731, -118.33680284)"
91505-3251,BURBANK    ,2479016019,2016,2530,2479-016-019,544 N NIAGARA ST  BURBANK CA  91505,R-I,0200,Residential,"Double, Duplex, or Two Units",4 Stories or Less, ,1,1943,1950,1847,5,3,2,20080818,615600.0,2006,104400.0,2006,720000.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,720000.0,7000.0,713000.0, ,3,3414,TRACT # 13123 LOT   31,544, ,N,NIAGARA ST, ,BURBANK CA,91505.0,20162479016019,34.1651006,-118.33687585,"NIAGARA ST
(34.16510060, -118.33687585)"
 ,BURBANK    ,2479016270,2016,2532,2479-016-270,,VAC,010V,Residential,Single Family Residence, ,Vacant Land,0,0,0,0,0,0,0,19700000,35262.0,1978,0.0,1978,35262.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,35262.0,0.0,35262.0,Public Entity (Green Code),22,22811,TRACT NO 13123 LOT   22,0, , , , , ,,20162479016270,34.16368593,-118.33628715,"(34.16368593, -118.33628715)"
91505-3222,BURBANK    ,2479017001,2016,2530,2479-017-001,2838 W CLARK AVE  BURBANK CA  91505,R-I,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,1,1950,1960,3656,7,4,4,20030604,38495.0,1975,70599.0,1975,109094.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,109094.0,0.0,109094.0, ,3,3414,TRACT # 16544 LOT    1,2838, ,W,CLARK AVE, ,BURBANK CA,91505.0,20162479017001,34.16698609,-118.33691978,"CLARK AVE
(34.16698609, -118.33691978)"
91505-3228,BURBANK    ,2479017002,2016,2530,2479-017-002,2828 W CLARK AVE  BURBANK CA  91505,R-I,0500,Residential,Five or More Units or Apartments (Any Combination),4 Stories or Less, ,1,1953,1953,5302,9,8,8,20010510,329671.0,2001,402230.0,2001,731901.0,0.0,0.0,0.0,0.0,2000.0,0.0,Y,733901.0,0.0,733901.0, ,3,3414,TRACT # 16544 LOT    2,2828, ,W,CLARK AVE, ,BURBANK CA,91505.0,20162479017002,34.16704206,-118.33675506,"CLARK AVE
(34.16704206, -118.33675506)"
91505-3227,BURBANK    ,2479017003,2016,2530,2479-017-003,2816 W CLARK AVE  BURBANK CA  91505,R-I,0500,Residential,Five or More Units or Apartments (Any Combination),4 Stories or Less, ,1,1952,1952,4008,8,5,5,19971029,291037.0,1988,323376.0,1988,614413.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,614413.0,0.0,614413.0, ,3,3414,TRACT # 16544 LOT    3,2816, ,W,CLARK AVE, ,BURBANK CA,91505.0,20162479017003,34.16709711,-118.33658928,"CLARK AVE
(34.16709711, -118.33658928)"
91505-3225,BURBANK    ,2479017004,2016,2530,2479-017-004,2808 W CLARK AVE  BURBANK CA  91505,R-I,0500,Residential,Five or More Units or Apartments (Any Combination),4 Stories or Less, ,1,1952,1952,4008,8,5,5,20120314,328599.0,2012,716455.0,2012,1045054.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,1045054.0,0.0,1045054.0, ,3,3414,TRACT # 16544 LOT    4,2808, ,W,CLARK AVE, ,BURBANK CA,91505.0,20162479017004,34.16715215,-118.33642350000001,"CLARK AVE
(34.16715215, -118.33642350)"
91505-3259,BURBANK    ,2479017005,2016,2530,2479-017-005,541 N FLORENCE ST  BURBANK CA  91505,R-I,0500,Residential,Five or More Units or Apartments (Any Combination),4 Stories or Less, ,1,1952,1952,4166,7,6,6,19891005,40378.0,1976,111849.0,1976,152227.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,152227.0,0.0,152227.0, ,3,3414,TRACT # 16544 LOT    5,541, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479017005,34.16720592,-118.33625775,"FLORENCE ST
(34.16720592, -118.33625775)"
91505-3291,BURBANK    ,2479017006,2016,2530,2479-017-006,537 N FLORENCE ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1955,1955,1326,2,2,1,19851003,73330.0,1986,141536.0,1986,214866.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,214866.0,7000.0,207866.0, ,3,3183,TRACT # 16544 LOT   31,537, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479017006,34.16691024,-118.33626029999999,"FLORENCE ST
(34.16691024, -118.33626030)"
91505-3291,BURBANK    ,2479017007,2016,2530,2479-017-007,533 N FLORENCE ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1950,1963,1953,3,3,1,19850220,128350.0,1985,131785.0,1985,260135.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,260135.0,7000.0,253135.0, ,3,3183,TRACT # 16544 LOT   32,533, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479017007,34.16678234,-118.33619944,"FLORENCE ST
(34.16678234, -118.33619944)"
91505-3291,BURBANK    ,2479017008,2016,2530,2479-017-008,529 N FLORENCE ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1950,1952,1458,3,2,1,19921113,111986.0,1981,87289.0,1981,199275.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,199275.0,7000.0,192275.0, ,3,3183,TRACT # 16544 LOT   33,529, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479017008,34.1666546,-118.33613858,"FLORENCE ST
(34.16665460, -118.33613858)"
91505-3291,BURBANK    ,2479017009,2016,2530,2479-017-009,525 N FLORENCE ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1950,1950,1313,2,1,1,20090529,348100.0,2009,87023.0,2009,435123.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,435123.0,7000.0,428123.0, ,3,3183,TRACT # 16544 LOT   34,525, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479017009,34.16652686,-118.33607773,"FLORENCE ST
(34.16652686, -118.33607773)"
91505-3291,BURBANK    ,2479017010,2016,2530,2479-017-010,521 N FLORENCE ST  BURBANK CA  91505,SFR,0101,Residential,Single Family Residence, ,Pool,1,1950,1958,2894,4,3,1,20070604,54521.0,1977,191283.0,1977,245804.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,245804.0,7000.0,238804.0, ,3,3183,TRACT # 16544 LOT   35,521, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479017010,34.16639911,-118.33601688,"FLORENCE ST
(34.16639911, -118.33601688)"
91505-3291,BURBANK    ,2479017011,2016,2530,2479-017-011,517 N FLORENCE ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1950,1959,1955,4,3,1,20150220,545203.0,2010,218079.0,2010,763282.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,763282.0,7000.0,756282.0, ,3,3183,TRACT # 16544 LOT   36,517, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479017011,34.16627137,-118.33595603,"FLORENCE ST
(34.16627137, -118.33595603)"
91505-3291,BURBANK    ,2479017012,2016,2530,2479-017-012,513 N FLORENCE ST  BURBANK CA  91505,SFR,0101,Residential,Single Family Residence, ,Pool,1,1950,1956,1371,3,1,1,20101130,40568.0,1975,54042.0,1975,94610.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,94610.0,7000.0,87610.0, ,3,3183,TRACT # 16544 LOT   37,513, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479017012,34.16614362,-118.33589518,"FLORENCE ST
(34.16614362, -118.33589518)"
91505-3291,BURBANK    ,2479017013,2016,2530,2479-017-013,509 N FLORENCE ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1952,1952,1556,3,2,1,20010727,40568.0,1975,43674.0,1975,84242.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,84242.0,7000.0,77242.0, ,3,3183,TRACT # 16544 LOT   38,509, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479017013,34.16601588,-118.33583433,"FLORENCE ST
(34.16601588, -118.33583433)"
91505-3291,BURBANK    ,2479017014,2016,2530,2479-017-014,505 N FLORENCE ST  BURBANK CA  91505,SFR,0108,Residential,Single Family Residence, ,Guesthouse,1,1950,1966,1252,3,1,1,20100922,442426.0,2011,110605.0,2011,553031.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,553031.0,7000.0,546031.0, ,3,3183,TRACT # 16544 LOT   39,505, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479017014,34.16588813,-118.33577348,"FLORENCE ST
(34.16588813, -118.33577348)"
91505-3291,BURBANK    ,2479017015,2016,2530,2479-017-015,501 N FLORENCE ST  BURBANK CA  91505,SFR,0101,Residential,Single Family Residence, ,Pool,1,1950,1952,1422,2,2,1,20080619,40568.0,1975,60700.0,1975,101268.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,101268.0,7000.0,94268.0, ,3,3183,TRACT # 16544 LOT   40,501, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479017015,34.16576039,-118.33571263,"FLORENCE ST
(34.16576039, -118.33571263)"
91505-3243,BURBANK    ,2479017016,2016,2530,2479-017-016,550 N CATALINA ST  BURBANK CA  91505,SFR,0101,Residential,Single Family Residence, ,Pool,1,1950,1952,1316,3,1,1,19780118,40568.0,1975,46348.0,1975,86916.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,86916.0,7000.0,79916.0, ,3,3183,TRACT # 16544 LOT   41,550, ,N,CATALINA ST, ,BURBANK CA,91505.0,20162479017016,34.16562286,-118.33612728,"CATALINA ST
(34.16562286, -118.33612728)"
91505-3245,BURBANK    ,2479017017,2016,2530,2479-017-017,602 N CATALINA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1950,1950,1316,3,1,1,20131023,472202.0,2014,118050.0,2014,590252.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,590252.0,0.0,590252.0, ,3,3183,TRACT # 16544 LOT   42,602, ,N,CATALINA ST, ,BURBANK CA,91505.0,20162479017017,34.16575061,-118.33618812,"CATALINA ST
(34.16575061, -118.33618812)"
91505-3245,BURBANK    ,2479017018,2016,2530,2479-017-018,608 N CATALINA ST  BURBANK CA  91505,SFR,0101,Residential,Single Family Residence, ,Pool,1,1950,1950,1431,3,1,1,20030114,163878.0,1998,157132.0,1998,321010.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,321010.0,0.0,321010.0, ,3,3183,TRACT # 16544 LOT   43,608, ,N,CATALINA ST, ,BURBANK CA,91505.0,20162479017018,34.16587836,-118.33624897,"CATALINA ST
(34.16587836, -118.33624897)"
91505-3245,BURBANK    ,2479017019,2016,2530,2479-017-019,612 N CATALINA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1950,1963,1844,4,2,1,20020731,313308.0,1990,123770.0,1990,437078.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,437078.0,7000.0,430078.0, ,3,3183,TRACT # 16544 LOT   44,612, ,N,CATALINA ST, ,BURBANK CA,91505.0,20162479017019,34.16600611,-118.33630981,"CATALINA ST
(34.16600611, -118.33630981)"
91505-3245,BURBANK    ,2479017020,2016,2530,2479-017-020,616 N CATALINA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1950,1950,1120,2,1,1,20120820,187753.0,1998,72966.0,1998,260719.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,260719.0,0.0,260719.0, ,3,3183,TRACT # 16544 LOT   45,616, ,N,CATALINA ST, ,BURBANK CA,91505.0,20162479017020,34.16613385,-118.33637065,"CATALINA ST
(34.16613385, -118.33637065)"
91505-3245,BURBANK    ,2479017021,2016,2530,2479-017-021,620 N CATALINA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1950,1950,1063,2,1,1,20060920,40568.0,1975,24621.0,1975,65189.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,65189.0,0.0,65189.0, ,3,3183,TRACT # 16544 LOT   46,620, ,N,CATALINA ST, ,BURBANK CA,91505.0,20162479017021,34.166261600000006,-118.33643149,"CATALINA ST
(34.16626160, -118.33643149)"
91505-3245,BURBANK    ,2479017022,2016,2530,2479-017-022,624 N CATALINA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1950,1961,1866,3,3,1,20150204,160412.0,1997,184366.0,1997,344778.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,344778.0,7000.0,337778.0, ,3,3183,TRACT # 16544 LOT   47,624, ,N,CATALINA ST, ,BURBANK CA,91505.0,20162479017022,34.16638935,-118.33649233,"CATALINA ST
(34.16638935, -118.33649233)"
91505-3245,BURBANK    ,2479017023,2016,2530,2479-017-023,628 N CATALINA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1953,1953,1436,2,2,1,20060324,275928.0,1991,100052.0,1991,375980.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,375980.0,7000.0,368980.0, ,3,3183,TRACT # 16544 LOT   48,628, ,N,CATALINA ST, ,BURBANK CA,91505.0,20162479017023,34.16651709,-118.33655317,"CATALINA ST
(34.16651709, -118.33655317)"
91505-3245,BURBANK    ,2479017024,2016,2530,2479-017-024,632 N CATALINA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1951,1951,1322,2,2,1,20141029,411799.0,2011,131493.0,2011,543292.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,543292.0,0.0,543292.0, ,3,3183,TRACT # 16544 LOT   49,632, ,N,CATALINA ST, ,BURBANK CA,91505.0,20162479017024,34.16664484,-118.33661402,"CATALINA ST
(34.16664484, -118.33661402)"
91505-3245,BURBANK    ,2479017025,2016,2530,2479-017-025,636 N CATALINA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1951,1955,2003,4,3,1,20030812,516444.0,2004,154930.0,2004,671374.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,671374.0,0.0,671374.0, ,3,3183,TRACT # 16544 LOT   50,636, ,N,CATALINA ST, ,BURBANK CA,91505.0,20162479017025,34.16677265,-118.33667483,"CATALINA ST
(34.16677265, -118.33667483)"
91505-3657,BURBANK    ,2479018001,2016,2530,2479-018-001,2821 W VERDUGO AVE  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1944,1944,986,3,1,1,20060509,367525.0,2003,109615.0,2003,477140.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,477140.0,7000.0,470140.0, ,3,3183,TRACT # 9478 LOTS 1 AND LOT    2,2821, ,W,VERDUGO AVE, ,BURBANK CA,91505.0,20162479018001,34.16401505,-118.33549411,"VERDUGO AVE
(34.16401505, -118.33549411)"
91505-3657,BURBANK    ,2479018002,2016,2530,2479-018-002,2815 W VERDUGO AVE  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1940,1943,1464,3,2,1,20001027,36225.0,1975,34354.0,1975,70579.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,70579.0,7000.0,63579.0, ,3,3183,TRACT # 9478 LOTS 3 AND LOT    4,2815, ,W,VERDUGO AVE, ,BURBANK CA,91505.0,20162479018002,34.16406985,-118.33532530000001,"VERDUGO AVE
(34.16406985, -118.33532530)"
91505-3657,BURBANK    ,2479018003,2016,2530,2479-018-003,2811 W VERDUGO AVE  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1940,1954,1737,4,2,1,20050105,498431.0,2004,73307.0,2004,571738.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,571738.0,0.0,571738.0, ,3,3183,TRACT # 9478 LOTS 5 AND LOT    6,2811, ,W,VERDUGO AVE, ,BURBANK CA,91505.0,20162479018003,34.16412072,-118.33517176,"VERDUGO AVE
(34.16412072, -118.33517176)"
91505-3657,BURBANK    ,2479018004,2016,2530,2479-018-004,2807 W VERDUGO AVE  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1942,1955,843,2,1,1,20030414,244688.0,2003,61165.0,2003,305853.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,305853.0,0.0,305853.0, ,3,3183,TRACT # 9478 LOT    7,2807, ,W,VERDUGO AVE, ,BURBANK CA,91505.0,20162479018004,34.16415886,-118.33505659999999,"VERDUGO AVE
(34.16415886, -118.33505660)"
91505-3230,BURBANK    ,2479018005,2016,2530,2479-018-005,405 N FLORENCE ST  BURBANK CA  91505,SFR,0101,Residential,Single Family Residence, ,Pool,1,1939,1942,1870,2,1,1,20000724,43256.0,1975,41816.0,1975,85072.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,85072.0,7000.0,78072.0, ,3,3183,"TRACT # 9478 LOTS 8,9 AND LOT   10",405, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479018005,34.16421531,-118.33488857,"FLORENCE ST
(34.16421531, -118.33488857)"
91505-3230,BURBANK    ,2479018006,2016,2530,2479-018-006,411 N FLORENCE ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1941,1941,1095,2,1,1,20150810,410000.0,2016,180000.0,2016,590000.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,590000.0,0.0,590000.0, ,3,3183,TRACT # 9478 LOT   41,411, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479018006,34.1644449,-118.33508612,"FLORENCE ST
(34.16444490, -118.33508612)"
91505-3230,BURBANK    ,2479018007,2016,2530,2479-018-007,415 N FLORENCE ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1955,1957,1974,3,2,1,20020909,42214.0,1976,62923.0,1976,105137.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,105137.0,7000.0,98137.0, ,3,3183,TRACT # 9478 LOT   42,415, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479018007,34.16458542,-118.33515304,"FLORENCE ST
(34.16458542, -118.33515304)"
91505-3230,BURBANK    ,2479018008,2016,2530,2479-018-008,421 N FLORENCE ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1928,1951,1676,4,3,1,19871210,191111.0,1988,120518.0,1988,311629.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,311629.0,7000.0,304629.0, ,3,3183,TRACT # 9478 LOT   43,421, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479018008,34.16471317,-118.33521388,"FLORENCE ST
(34.16471317, -118.33521388)"
91505-3230,BURBANK    ,2479018009,2016,2530,2479-018-009,423 N FLORENCE ST  BURBANK CA  91505,SFR,0104,Residential,Single Family Residence, ,Therapy Pool (Spa),1,1978,1991,2816,5,4,1,20150318,551483.0,2015,387622.0,2015,939105.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,939105.0,7000.0,932105.0, ,3,3183,TRACT # 9478 LOT   44,423, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479018009,34.16484091,-118.33527472,"FLORENCE ST
(34.16484091, -118.33527472)"
91505-3230,BURBANK    ,2479018010,2016,2530,2479-018-010,427 N FLORENCE ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1928,1961,1792,3,3,1,20120918,179305.0,1988,102281.0,1988,281586.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,281586.0,0.0,281586.0, ,3,3183,TRACT # 9478 LOT   45,427, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479018010,34.16496866,-118.33533556,"FLORENCE ST
(34.16496866, -118.33533556)"
91505-3230,BURBANK    ,2479018011,2016,2530,2479-018-011,431 N FLORENCE ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1982,1982,2431,3,2,1,20081006,435128.0,2009,190366.0,2009,625494.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,625494.0,7000.0,618494.0, ,3,3183,TRACT # 9478 LOT   46,431, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479018011,34.16509641,-118.33539640000002,"FLORENCE ST
(34.16509641, -118.33539640)"
91505-3230,BURBANK    ,2479018012,2016,2530,2479-018-012,437 N FLORENCE ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1927,1938,1426,3,2,1,20091215,121722.0,1980,65078.0,1980,186800.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,186800.0,7000.0,179800.0, ,3,3183,TRACT # 9478 LOT   47,437, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479018012,34.16522416,-118.33545724,"FLORENCE ST
(34.16522416, -118.33545724)"
91505-3230,BURBANK    ,2479018013,2016,2530,2479-018-013,439 N FLORENCE ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1944,1948,1477,4,2,1,20120727,378956.0,2013,156762.0,2013,535718.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,535718.0,7000.0,528718.0, ,3,3183,TRACT # 9478 LOT   48,439, ,N,FLORENCE ST, ,BURBANK CA,91505.0,20162479018013,34.1653519,-118.33551808,"FLORENCE ST
(34.16535190, -118.33551808)"
